2023-06-05 14:20:04,297 - BORD QYAX e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:20:04,297 - BORD QYAX e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:20:04,297 - YRMV QYAX j
2023-06-05 14:21:25,868 - SESS 1 664a3f71-3280-46ef-a09a-ac8bc6cfe86b
2023-06-05 14:21:26,502 - JOND e IAIP
2023-06-05 14:21:28,668 - SESS 1 72e8bd29-18ed-479d-bba8-45c5d9f6ed67
2023-06-05 14:21:29,534 - GAMS IAIP
2023-06-05 14:21:30,869 - JOND j IAIP
2023-06-05 14:21:31,874 - YRMV IAIP e
2023-06-05 14:21:31,874 - YRMV IAIP e
2023-06-05 14:21:33,614 - BORD IAIP e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:21:33,614 - BORD IAIP e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:21:33,615 - YRMV IAIP j
2023-06-05 14:21:44,099 - BORD IAIP e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:23:07,612 - YRMV IAIP e
2023-06-05 14:23:07,613 - BORD IAIP e j j |O|X|*|*|X|*|*|*|*|
2023-06-05 14:23:07,614 - YRMV IAIP j
2023-06-05 14:23:13,325 - BORD IAIP e j e |O|X|O|*|X|*|*|*|*|
2023-06-05 14:23:18,774 - YRMV IAIP e
2023-06-05 14:23:18,775 - BORD IAIP e j j |O|X|O|X|X|*|*|*|*|
2023-06-05 14:23:18,775 - YRMV IAIP j
2023-06-05 14:23:38,697 - SESS 1 ffef6dd3-8525-4981-b237-5c24cbd61414
2023-06-05 14:23:41,229 - SESS 1 39f12930-1518-4640-b189-549d609e4cef
2023-06-05 14:23:42,201 - JOND e DCHH
2023-06-05 14:23:43,938 - GAMS DCHH
2023-06-05 14:23:45,251 - JOND j DCHH
2023-06-05 14:23:46,252 - YRMV DCHH e
2023-06-05 14:23:46,252 - YRMV DCHH e
2023-06-05 14:23:48,570 - BORD DCHH e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:23:48,570 - BORD DCHH e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:23:48,571 - YRMV DCHH j
2023-06-05 14:23:51,685 - BORD DCHH e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:24:42,191 - YRMV DCHH j
2023-06-05 14:24:42,191 - BORD DCHH e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:24:42,192 - YRMV DCHH e
2023-06-05 14:24:44,301 - BORD DCHH e j j |O|*|X|*|X|*|*|*|*|
2023-06-05 14:25:23,074 - YRMV DCHH e
2023-06-05 14:25:23,075 - BORD DCHH e j j |O|*|X|*|X|*|*|*|*|
2023-06-05 14:25:23,075 - YRMV DCHH j
2023-06-05 14:25:24,678 - BORD DCHH e j e |O|*|X|O|X|*|*|*|*|
2023-06-05 14:26:27,817 - SESS 1 e66766d6-9afe-4e15-a69d-69eec3d96829
2023-06-05 14:26:28,474 - JOND e KQFS
2023-06-05 14:26:31,673 - SESS 1 97aa15e0-78c2-45ff-baa7-c5dd5d057d05
2023-06-05 14:26:32,362 - GAMS DCHH KQFS
2023-06-05 14:26:33,892 - JOND j KQFS
2023-06-05 14:26:34,893 - YRMV KQFS e
2023-06-05 14:26:34,893 - YRMV KQFS e
2023-06-05 14:26:37,302 - BORD KQFS e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:26:37,302 - BORD KQFS e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:26:37,302 - YRMV KQFS j
2023-06-05 14:26:41,926 - YRMV KQFS j
2023-06-05 14:26:41,927 - BORD KQFS e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:26:56,237 - SESS 1 0bbaefc3-ac92-44ce-9cea-00c68d268878
2023-06-05 14:26:57,017 - JOND e IOSF
2023-06-05 14:27:01,063 - SESS 1 204fb796-af53-4949-bfba-8559d34e1bc1
2023-06-05 14:27:02,893 - GAMS DCHH KQFS IOSF
2023-06-05 14:27:04,137 - JOND j IOSF
2023-06-05 14:27:05,141 - YRMV IOSF e
2023-06-05 14:27:05,141 - YRMV IOSF e
2023-06-05 14:27:07,510 - BORD IOSF e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:27:07,510 - BORD IOSF e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:27:07,510 - YRMV IOSF j
2023-06-05 14:27:17,833 - YRMV IOSF j
2023-06-05 14:27:17,834 - BORD IOSF e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:27:56,667 - SESS 1 a70623b9-15d0-4db3-bdb1-7c4701cc52bb
2023-06-05 14:27:59,843 - SESS 1 9f5b88db-422e-4397-b0b9-80b71a10981d
2023-06-05 14:28:01,159 - JOND e VSOR
2023-06-05 14:28:02,739 - GAMS DCHH KQFS VSOR IOSF
2023-06-05 14:28:04,365 - JOND j VSOR
2023-06-05 14:28:05,368 - YRMV VSOR e
2023-06-05 14:28:05,368 - YRMV VSOR e
2023-06-05 14:28:06,830 - BORD VSOR e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:28:06,830 - BORD VSOR e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:28:06,830 - YRMV VSOR j
2023-06-05 14:28:08,502 - YRMV VSOR j
2023-06-05 14:28:08,503 - BORD VSOR e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:28:56,046 - YRMV VSOR e
2023-06-05 14:28:59,744 - BORD VSOR e j j |O|X|*|*|X|*|*|*|*|
2023-06-05 14:28:59,744 - YRMV VSOR j
2023-06-05 14:28:59,745 - BORD VSOR e j e |O|X|O|*|X|*|*|*|*|
2023-06-05 14:30:19,273 - SESS 1 167ef9f5-3cd6-4c7a-82a3-94cb4cae23b7
2023-06-05 14:30:20,236 - JOND e ULSG
2023-06-05 14:30:24,641 - SESS 1 43ca60f6-1a25-4436-b6fb-e9c2c39a50c4
2023-06-05 14:30:25,388 - GAMS ULSG
2023-06-05 14:30:28,033 - JOND j ULSG
2023-06-05 14:30:29,036 - YRMV ULSG e
2023-06-05 14:30:29,036 - YRMV ULSG e
2023-06-05 14:30:30,801 - BORD ULSG e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:30:30,802 - BORD ULSG e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:30:30,802 - YRMV ULSG j
2023-06-05 14:30:32,999 - YRMV ULSG j
2023-06-05 14:30:33,000 - BORD ULSG e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:30:35,974 - YRMV ULSG e
2023-06-05 14:36:45,121 - SESS 1 9542ec04-ed53-4873-bcf2-e3d2670806f7
2023-06-05 14:36:45,952 - JOND e JGYP
2023-06-05 14:37:05,022 - SESS 1 5568b3c1-c215-447d-ba43-85e1eb16dbe8
2023-06-05 14:37:05,546 - JOND e BEPV
2023-06-05 14:37:24,298 - SESS 1 8b072e88-d95e-4f74-a093-5a3a20f3494d
2023-06-05 14:37:24,936 - JOND e WPOI
2023-06-05 14:37:38,141 - SESS 1 3f283005-a17b-4ad1-b528-9c4d1464133f
2023-06-05 14:37:38,812 - GAMS JGYP BEPV WPOI ULSG
2023-06-05 14:37:41,138 - JOND j WPOI
2023-06-05 14:37:42,139 - YRMV WPOI e
2023-06-05 14:37:42,139 - YRMV WPOI e
2023-06-05 14:37:44,714 - BORD WPOI e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:37:44,715 - BORD WPOI e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:37:44,715 - YRMV WPOI j
2023-06-05 14:37:48,046 - YRMV WPOI j
2023-06-05 14:37:48,048 - BORD WPOI e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:38:00,245 - YRMV WPOI e
2023-06-05 14:38:26,587 - SESS 1 72619f1c-7cf6-46a0-84b1-ef9397573293
2023-06-05 14:38:27,493 - JOND e QNWQ
2023-06-05 14:38:33,829 - SESS 1 e11128b6-dcdb-48fe-b861-9aad627254e3
2023-06-05 14:38:36,700 - GAMS QNWQ
2023-06-05 14:38:41,152 - JOND j QNWQ
2023-06-05 14:38:42,157 - YRMV QNWQ e
2023-06-05 14:38:42,157 - YRMV QNWQ e
2023-06-05 14:38:44,576 - BORD QNWQ e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:38:44,576 - BORD QNWQ e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:38:44,576 - YRMV QNWQ j
2023-06-05 14:38:44,577 - YRMV QNWQ j
2023-06-05 14:38:53,099 - BORD QNWQ e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:38:53,099 - BORD QNWQ e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:38:53,099 - YRMV QNWQ e
2023-06-05 14:38:53,100 - YRMV QNWQ e
2023-06-05 14:38:55,138 - BORD QNWQ e j j |O|X|*|*|X|*|*|*|*|
2023-06-05 14:38:55,138 - BORD QNWQ e j j |O|X|*|*|X|*|*|*|*|
2023-06-05 14:38:55,139 - YRMV QNWQ j
2023-06-05 14:38:55,139 - YRMV QNWQ j
2023-06-05 14:39:05,462 - BORD QNWQ e j e |O|X|*|*|X|*|*|O|*|
2023-06-05 14:39:05,463 - YRMV QNWQ e
2023-06-05 14:39:08,940 - BORD QNWQ e j j |O|X|X|*|X|*|*|O|*|
2023-06-05 14:39:08,940 - YRMV QNWQ j
2023-06-05 14:39:12,945 - BORD QNWQ e j e |O|X|X|O|X|*|*|O|*|
2023-06-05 14:39:12,945 - YRMV QNWQ e
2023-06-05 14:39:16,567 - BORD QNWQ e j j |O|X|X|O|X|X|*|O|*|
2023-06-05 14:39:16,567 - YRMV QNWQ j
2023-06-05 14:39:19,069 - TERM QNWQ j KTHXBYE
2023-06-05 14:40:21,148 - BORD QNWQ e j e |O|X|*|*|X|*|*|O|*|
2023-06-05 14:40:21,149 - YRMV QNWQ e
2023-06-05 14:40:21,151 - BORD QNWQ e j j |O|X|X|*|X|*|*|O|*|
2023-06-05 14:40:35,606 - SESS 1 d478cfad-7475-4a97-96a4-e0ad61aa4293
2023-06-05 14:40:36,422 - JOND e WQTO
2023-06-05 14:40:40,202 - SESS 1 84e2701c-2f50-41f7-8e52-2926f126e877
2023-06-05 14:40:41,327 - GAMS WQTO
2023-06-05 14:40:43,392 - JOND j WQTO
2023-06-05 14:40:44,395 - YRMV WQTO e
2023-06-05 14:40:44,395 - YRMV WQTO e
2023-06-05 14:40:49,008 - BORD WQTO e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:40:49,008 - BORD WQTO e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:40:49,008 - YRMV WQTO j
2023-06-05 14:40:49,008 - YRMV WQTO j
2023-06-05 14:40:53,254 - BORD WQTO e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:40:53,254 - BORD WQTO e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:40:53,254 - YRMV WQTO e
2023-06-05 14:40:53,254 - YRMV WQTO e
2023-06-05 14:41:41,296 - SESS 1 64da3d87-afc3-466d-86b6-3e75d6cb6a6f
2023-06-05 14:41:46,392 - SESS 1 a94abd0e-1dee-441b-b0f1-73af30213e1f
2023-06-05 14:41:48,219 - JOND e TDKS
2023-06-05 14:41:49,633 - GAMS WQTO TDKS
2023-06-05 14:41:50,969 - JOND j TDKS
2023-06-05 14:41:51,974 - YRMV TDKS e
2023-06-05 14:41:51,974 - YRMV TDKS e
2023-06-05 14:41:54,304 - BORD TDKS e j j |X|*|*|*|*|*|*|*|*|
2023-06-05 14:41:54,304 - BORD TDKS e j j |X|*|*|*|*|*|*|*|*|
2023-06-05 14:41:54,305 - YRMV TDKS j
2023-06-05 14:41:54,305 - YRMV TDKS j
2023-06-05 14:43:19,562 - SESS 1 3abf61f2-9c1b-44b7-82b6-ec195962c7d9
2023-06-05 14:43:23,364 - SESS 1 90932e87-5430-4aa1-b52e-824de7f0760b
2023-06-05 14:43:24,569 - JOND j DAUY
2023-06-05 14:43:25,858 - GAMS WQTO DAUY TDKS
2023-06-05 14:43:27,235 - JOND e DAUY
2023-06-05 14:43:28,236 - YRMV DAUY j
2023-06-05 14:43:28,236 - YRMV DAUY j
2023-06-05 14:43:30,266 - BORD DAUY j e e |X|*|*|*|*|*|*|*|*|
2023-06-05 14:43:30,266 - BORD DAUY j e e |X|*|*|*|*|*|*|*|*|
2023-06-05 14:43:30,267 - YRMV DAUY e
2023-06-05 14:43:30,267 - YRMV DAUY e
2023-06-05 14:44:23,211 - SESS 1 e3d7ea52-3555-43a1-9d26-5accbed66106
2023-06-05 14:44:23,754 - JOND e YGDJ
2023-06-05 14:44:28,972 - SESS 1 7e3d5648-96af-47c9-a20d-51d021c91690
2023-06-05 14:44:29,721 - GAMS WQTO YGDJ DAUY TDKS
2023-06-05 14:44:31,691 - JOND j YGDJ
2023-06-05 14:44:32,696 - YRMV YGDJ e
2023-06-05 14:44:32,696 - YRMV YGDJ e
2023-06-05 14:44:35,177 - BORD YGDJ e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:44:35,177 - BORD YGDJ e j j |*|*|*|*|X|*|*|*|*|
2023-06-05 14:44:35,178 - YRMV YGDJ j
2023-06-05 14:44:35,178 - YRMV YGDJ j
2023-06-05 14:44:38,610 - BORD YGDJ e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:44:38,610 - BORD YGDJ e j e |O|*|*|*|X|*|*|*|*|
2023-06-05 14:44:38,610 - YRMV YGDJ e
2023-06-05 14:44:38,611 - YRMV YGDJ e
2023-06-05 14:46:19,333 - SESS 1 d034cf23-5328-4e00-aff8-8b22f102787a
2023-06-05 14:46:20,464 - JOND j GWFF
2023-06-05 14:46:24,809 - SESS 1 5cf96ba7-983a-432b-8b16-ce701229befa
2023-06-05 14:46:25,744 - GAMS GWFF WQTO YGDJ DAUY TDKS
2023-06-05 14:46:28,815 - JOND e GWFF
2023-06-05 14:46:29,819 - YRMV GWFF j
2023-06-05 14:46:29,819 - YRMV GWFF j
2023-06-05 14:46:33,431 - BORD GWFF j e e |X|*|*|*|*|*|*|*|*|
2023-06-05 14:46:33,431 - BORD GWFF j e e |X|*|*|*|*|*|*|*|*|
2023-06-05 14:46:33,432 - YRMV GWFF e
2023-06-05 14:46:33,432 - YRMV GWFF e
2023-06-05 14:46:33,435 - BORD GWFF j e e |X|*|*|*|*|*|*|*|*|
2023-06-05 14:46:33,435 - BORD GWFF j e e |X|*|*|*|*|*|*|*|*|
2023-06-05 14:46:33,435 - YRMV GWFF e
2023-06-05 14:46:33,435 - YRMV GWFF e
2023-06-05 14:47:10,340 - SESS 1 4fb1d3b2-8806-4145-ac26-70cc831340da
2023-06-05 14:47:13,736 - SESS 1 9929b1b5-599b-491e-87e5-61e12fceded7
2023-06-05 14:47:15,281 - JOND e YTEN
2023-06-05 14:47:16,960 - GAMS YTEN
2023-06-05 14:47:19,521 - JOND j YTEN
2023-06-05 14:47:20,525 - YRMV YTEN e
2023-06-05 14:47:20,525 - YRMV YTEN e
2023-06-05 14:47:30,205 - BORD YTEN e j j |X|*|*|*|*|*|*|*|*|

YRMV YTEN j
2023-06-05 14:47:30,206 - BORD YTEN e j j |X|*|*|*|*|*|*|*|*|

YRMV YTEN j
2023-06-05 14:47:34,320 - BORD YTEN e j e |X|O|*|*|*|*|*|*|*|
2023-06-05 14:47:34,321 - BORD YTEN e j e |X|O|*|*|*|*|*|*|*|
2023-06-05 14:47:34,321 - YRMV YTEN e
2023-06-05 14:47:34,321 - YRMV YTEN e
2023-06-05 14:47:36,280 - BORD YTEN e j j |X|O|X|*|*|*|*|*|*|
2023-06-05 14:47:36,281 - BORD YTEN e j j |X|O|X|*|*|*|*|*|*|
2023-06-05 14:47:36,281 - YRMV YTEN j
2023-06-05 14:47:36,281 - YRMV YTEN j
2023-06-05 14:47:53,611 - BORD YTEN e j e |X|O|X|*|O|*|*|*|*|
2023-06-05 14:47:53,611 - BORD YTEN e j e |X|O|X|*|O|*|*|*|*|
2023-06-05 14:47:53,612 - YRMV YTEN e
2023-06-05 14:47:53,612 - YRMV YTEN e
2023-06-05 14:47:59,619 - BORD YTEN e j j |X|O|X|X|O|*|*|*|*|
2023-06-05 14:47:59,620 - YRMV YTEN j
2023-06-05 14:48:28,780 - BORD YTEN e j j |X|O|X|X|O|*|*|*|*|
2023-06-05 14:48:28,782 - YRMV YTEN j
2023-06-05 14:49:01,142 - SESS 1 4d0b5a3a-5aea-4775-b981-b359b270665c
2023-06-05 14:49:02,240 - JOND j NMQJ
2023-06-05 14:49:07,819 - SESS 1 7904ad06-9a0a-4b95-9f7a-c401b7c858a9
2023-06-05 14:49:08,741 - GAMS NMQJ
2023-06-05 14:49:10,599 - JOND e NMQJ
2023-06-05 14:49:11,603 - YRMV NMQJ j
2023-06-05 14:49:11,603 - YRMV NMQJ j
2023-06-05 14:49:14,026 - BORD NMQJ j e e |X|*|*|*|*|*|*|*|*|
2023-06-05 14:49:14,026 - BORD NMQJ j e e |X|*|*|*|*|*|*|*|*|
2023-06-05 14:49:14,026 - YRMV NMQJ e
2023-06-05 14:49:14,026 - YRMV NMQJ e
2023-06-05 14:49:16,955 - BORD NMQJ j e j |X|O|*|*|*|*|*|*|*|
2023-06-05 14:49:16,955 - BORD NMQJ j e j |X|O|*|*|*|*|*|*|*|
2023-06-05 14:49:16,955 - YRMV NMQJ j
2023-06-05 14:49:16,955 - YRMV NMQJ j
2023-06-05 14:49:19,261 - BORD NMQJ j e e |X|O|X|*|*|*|*|*|*|
2023-06-05 14:49:19,262 - BORD NMQJ j e e |X|O|X|*|*|*|*|*|*|
2023-06-05 14:49:19,262 - YRMV NMQJ e
2023-06-05 14:49:19,262 - YRMV NMQJ e
2023-06-05 14:49:31,026 - BORD NMQJ j e j |X|O|X|O|*|*|*|*|*|
2023-06-05 14:49:31,026 - BORD NMQJ j e j |X|O|X|O|*|*|*|*|*|
2023-06-05 14:49:31,026 - YRMV NMQJ j
2023-06-05 14:49:31,026 - YRMV NMQJ j
2023-06-05 14:49:31,027 - BORD NMQJ j e j |X|O|X|O|*|*|*|*|*|
2023-06-05 14:49:31,027 - BORD NMQJ j e j |X|O|X|O|*|*|*|*|*|
2023-06-05 14:49:31,027 - YRMV NMQJ j
2023-06-05 14:49:31,027 - YRMV NMQJ j
2023-06-05 14:49:35,539 - BORD NMQJ j e e |X|O|X|O|X|*|*|*|*|
2023-06-05 14:49:35,540 - YRMV NMQJ e
2023-06-05 14:49:40,948 - BORD NMQJ j e e |X|O|X|O|X|*|*|*|*|
2023-06-05 14:49:40,949 - YRMV NMQJ e
2023-06-05 14:49:56,546 - BORD NMQJ j e j |X|O|X|O|X|*|O|*|*|
2023-06-05 14:49:56,547 - YRMV NMQJ j
2023-06-05 14:49:56,681 - BORD NMQJ j e e |X|O|X|O|X|X|O|*|*|

YRMV NMQJ e
2023-06-05 14:49:57,661 - BORD NMQJ j e j |X|O|X|O|X|*|O|*|*|

YRMV NMQJ j

BORD NMQJ j e e |X|O|X|O|X|X|O|*|*|

YRMV NMQJ e
2023-06-05 14:50:05,676 - SESS 1 60da63bd-22d2-4fd2-936f-87fc446f500f
2023-06-05 14:50:20,422 - SESS 1 860273de-ab75-4144-a62d-126af38d7a7a
2023-06-05 14:50:21,723 - JOND j SROQ
2023-06-05 14:50:22,920 - SESS 1 f50305a3-6186-4243-93ad-4688509bdbca
2023-06-05 14:50:24,925 - GAMS SROQ NMQJ
2023-06-05 14:50:27,131 - JOND e SROQ
2023-06-05 14:50:28,132 - YRMV SROQ j
2023-06-05 14:50:28,132 - YRMV SROQ j
2023-06-05 14:50:30,116 - BORD SROQ j e e |X|*|*|*|*|*|*|*|*|
2023-06-05 14:50:30,116 - BORD SROQ j e e |X|*|*|*|*|*|*|*|*|
2023-06-05 14:50:30,127 - YRMV SROQ e
2023-06-05 14:50:32,233 - BORD SROQ j e j |X|O|*|*|*|*|*|*|*|
2023-06-05 14:50:33,851 - YRMV SROQ e

BORD SROQ j e j |X|O|*|*|*|*|*|*|*|

YRMV SROQ j
2023-06-05 14:50:33,860 - BORD SROQ j e e |X|O|X|*|*|*|*|*|*|

YRMV SROQ e
2023-06-05 14:50:35,257 - YRMV SROQ j

BORD SROQ j e e |X|O|X|*|*|*|*|*|*|

YRMV SROQ e
2023-06-05 14:50:35,258 - BORD SROQ j e j |X|O|X|O|*|*|*|*|*|
2023-06-05 14:50:35,267 - BORD SROQ j e j |X|O|X|O|*|*|*|*|*|

YRMV SROQ j
2023-06-05 14:50:35,267 - YRMV SROQ j
2023-06-05 14:50:37,871 - BORD SROQ j e e |X|O|X|O|X|*|*|*|*|
2023-06-05 14:50:37,871 - BORD SROQ j e e |X|O|X|O|X|*|*|*|*|
2023-06-05 14:50:37,884 - YRMV SROQ e
2023-06-05 14:50:40,915 - BORD SROQ j e j |X|O|X|O|X|O|*|*|*|
2023-06-05 14:51:37,057 - SESS 1 48e89ec6-6969-4b32-869e-791c12782a12
2023-06-05 14:51:40,660 - SESS 1 9c52d7c4-68ce-4c49-bca4-d9b0d8e6150e
2023-06-05 14:51:41,922 - JOND j XWVI
2023-06-05 14:51:43,333 - GAMS SROQ XWVI NMQJ
2023-06-05 14:51:53,416 - SESS 1 7dc3e1b8-4c9c-4729-8e57-d8f2d16a2a60
2023-06-05 14:51:54,695 - JOND 1 GIFN
2023-06-05 14:51:58,927 - SESS 1 85dfbd59-8f81-46b8-a9f1-25954ba8c324
2023-06-05 14:52:01,243 - GAMS GIFN
2023-06-05 14:52:03,001 - JOND 2 GIFN
2023-06-05 14:52:04,002 - YRMV GIFN 1
2023-06-05 14:52:04,002 - YRMV GIFN 1
2023-06-05 14:52:06,328 - BORD GIFN 1 2 2 |X|*|*|*|*|*|*|*|*|
2023-06-05 14:52:06,328 - BORD GIFN 1 2 2 |X|*|*|*|*|*|*|*|*|
2023-06-05 14:52:06,328 - YRMV GIFN 2
2023-06-05 14:52:41,024 - BORD GIFN 1 2 1 |X|O|*|*|*|*|*|*|*|
2023-06-05 14:52:47,694 - YRMV GIFN 2

BORD GIFN 1 2 1 |X|O|*|*|*|*|*|*|*|

YRMV GIFN 1
2023-06-05 14:52:47,694 - BORD GIFN 1 2 2 |X|O|X|*|*|*|*|*|*|
2023-06-05 14:52:47,694 - YRMV GIFN 2
2023-06-05 14:53:00,024 - YRMV GIFN 1

BORD GIFN 1 2 2 |X|O|X|*|*|*|*|*|*|

YRMV GIFN 2
2023-06-05 14:53:00,024 - BORD GIFN 1 2 1 |X|O|X|O|*|*|*|*|*|
2023-06-05 14:53:00,025 - BORD GIFN 1 2 1 |X|O|X|O|*|*|*|*|*|
2023-06-05 14:53:00,025 - YRMV GIFN 1
2023-06-05 14:53:00,025 - YRMV GIFN 1
2023-06-05 14:54:20,729 - SESS 1 e30f1764-f467-4d05-a980-01864a1725fd
2023-06-05 14:54:24,387 - SESS 1 ce24a27b-34ba-436f-8dce-908b88e49190
2023-06-05 14:54:25,727 - JOND 3 PZRT
2023-06-05 14:54:27,074 - GAMS PZRT GIFN
2023-06-05 14:54:28,639 - JOND 4 PZRT
2023-06-05 14:54:29,641 - YRMV PZRT 3
2023-06-05 14:54:29,641 - YRMV PZRT 3
2023-06-05 14:54:32,279 - BORD PZRT 3 4 4 |X|*|*|*|*|*|*|*|*|
2023-06-05 14:54:32,279 - BORD PZRT 3 4 4 |X|*|*|*|*|*|*|*|*|
2023-06-05 14:54:32,280 - YRMV PZRT 4
2023-06-05 14:54:32,280 - YRMV PZRT 4
2023-06-05 14:55:52,106 - SESS 1 4759dc74-f6ce-48cf-a0b9-35a96d214682
2023-06-05 14:55:56,279 - SESS 1 057bfeb5-ec31-44d7-b0d8-4eb68775d653
2023-06-05 14:55:58,702 - JOND 6 MTFE
2023-06-05 14:56:00,129 - GAMS MTFE PZRT GIFN
2023-06-05 14:56:01,847 - JOND 5 MTFE
2023-06-05 14:56:02,850 - YRMV MTFE 6
2023-06-05 14:56:02,850 - YRMV MTFE 6
